stock_code,description,forecast_origin,target_month,model,prediction,lag_1,rolling_mean_3,abc_class,is_active,status
21747,SMALL SKULL WINDMILL,2011-11,2011-12,M2_gbm_poisson,23.088893,14,8.333333,B,True,Forecast
21749,LARGE RED RETROSPOT WINDMILL,2011-11,2011-12,M2_gbm_poisson,25.269895,18,8.666667,A,True,Forecast
21750,LARGE SKULL WINDMILL,2011-11,2011-12,M2_gbm_poisson,6.254190,1,1.333333,C,True,Forecast
21754,HOME BUILDING BLOCK WORD,2011-11,2011-12,M2_gbm_poisson,120.358966,236,195.666667,A,True,Forecast
21755,LOVE BUILDING BLOCK WORD,2011-11,2011-12,M2_gbm_poisson,111.157624,180,154.333333,A,True,Forecast
21756,BATH BUILDING BLOCK WORD,2011-11,2011-12,M2_gbm_poisson,56.898668,63,46.666667,A,True,Forecast
21758,VINTAGE SHELLS PRINT,2011-11,2011-12,M2_gbm_poisson,13.626487,12,5.666667,C,True,Forecast
21761,WOOD AND GLASS MEDICINE CABINET,2011-11,2011-12,M2_gbm_poisson,3.339019,1,0.666667,B,True,Forecast
21763,VINTAGE WOODEN BAR STOOL,2011-11,2011-12,M2_gbm_poisson,2.033330,0,0.000000,B,True,Forecast
21770,OPEN CLOSED METAL SIGN,2011-11,2011-12,M2_gbm_poisson,108.125954,146,167.333333,A,True,Forecast
21773,DECORATIVE ROSE BATHROOM BOTTLE,2011-11,2011-12,M2_gbm_poisson,71.619055,142,73.000000,B,True,Forecast
21774,DECORATIVE CATS BATHROOM BOTTLE,2011-11,2011-12,M2_gbm_poisson,63.097635,59,106.000000,B,True,Forecast
21775,DECORATIVE FLORE BATHROOM BOTTLE,2011-11,2011-12,M2_gbm_poisson,52.031380,46,43.000000,B,True,Forecast
21781,MA CAMPAGNE CUTLERY BOX,2011-11,2011-12,M2_gbm_poisson,2.017532,0,0.000000,A,True,Forecast
21784,SHOE SHINE BOX,2011-11,2011-12,M2_gbm_poisson,2.446845,0,0.333333,A,True,Forecast
21786,POLKADOT RAIN HAT,2011-11,2011-12,M2_gbm_poisson,89.340295,159,175.000000,B,True,Forecast
21787,RAIN PONCHO RETROSPOT,2011-11,2011-12,M2_gbm_poisson,652.164654,1641,1671.000000,A,True,Forecast
21788,KIDS RAIN MAC BLUE,2011-11,2011-12,M2_gbm_poisson,68.496267,45,120.333333,B,True,Forecast
21789,KIDS RAIN MAC PINK,2011-11,2011-12,M2_gbm_poisson,60.628772,44,95.000000,B,True,Forecast
21790,VINTAGE SNAP CARDS,2011-11,2011-12,M2_gbm_poisson,1050.835389,2738,2250.000000,A,True,Forecast
21791,VINTAGE HEADS AND TAILS CARD GAME,2011-11,2011-12,M2_gbm_poisson,646.897262,1509,962.000000,A,True,Forecast
21792,CLASSIC FRENCH STYLE BASKET GREEN,2011-11,2011-12,M2_gbm_poisson,3.046930,0,0.000000,B,True,Forecast
21793,CLASSIC FRENCH STYLE BASKET BROWN,2011-11,2011-12,M2_gbm_poisson,50.887091,45,36.666667,C,True,Forecast
21794,CLASSIC FRENCH STYLE BASKET NATURAL,2011-11,2011-12,M2_gbm_poisson,20.165194,0,37.000000,B,True,Forecast
21801,CHRISTMAS TREE DECORATION WITH BELL,2011-11,2011-12,M2_gbm_poisson,17.664994,0,110.666667,B,True,Forecast
21802,CHRISTMAS TREE HEART DECORATION,2011-11,2011-12,M2_gbm_poisson,70.231254,71,320.000000,B,True,Forecast
21803,CHRISTMAS TREE STAR DECORATION,2011-11,2011-12,M2_gbm_poisson,224.628695,566,468.000000,B,True,Forecast
21804,WHITE CHRISTMAS GARLAND STARS TREES,2011-11,2011-12,M2_gbm_poisson,92.695076,139,68.333333,B,True,Forecast
21807,WHITE CHRISTMAS STAR DECORATION,2011-11,2011-12,M2_gbm_poisson,40.553140,12,39.333333,B,True,Forecast
21808,"CHRISTMAS GARLAND STARS,TREES",2011-11,2011-12,M2_gbm_poisson,52.691030,65,48.666667,B,True,Forecast
21809,CHRISTMAS HANGING TREE WITH BELL,2011-11,2011-12,M2_gbm_poisson,98.142016,128,556.666667,B,True,Forecast
21810,CHRISTMAS HANGING STAR WITH BELL,2011-11,2011-12,M2_gbm_poisson,1178.459437,3177,1688.000000,B,True,Forecast
21811,HANGING HEART WITH BELL,2011-11,2011-12,M2_gbm_poisson,698.538930,1416,1407.666667,B,True,Forecast
21812,GARLAND WITH HEARTS AND BELLS,2011-11,2011-12,M2_gbm_poisson,81.995297,136,95.000000,B,True,Forecast
21813,GARLAND WITH STARS AND BELLS,2011-11,2011-12,M2_gbm_poisson,102.219208,195,123.666667,B,True,Forecast
21814,HEART T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,37.713820,33,13.000000,B,True,Forecast
21815,STAR  T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,36.222428,19,16.666667,B,True,Forecast
21816,CHRISTMAS TREE T-LIGHT HOLDER,2011-11,2011-12,M2_gbm_poisson,20.938768,6,10.333333,C,True,Forecast
21817,GLITTER CHRISTMAS TREE,2011-11,2011-12,M2_gbm_poisson,72.890412,170,270.333333,C,True,Forecast
21818,GLITTER CHRISTMAS HEART,2011-11,2011-12,M2_gbm_poisson,660.254904,1253,735.666667,B,True,Forecast
21819,GLITTER CHRISTMAS STAR,2011-11,2011-12,M2_gbm_poisson,742.091272,1462,724.000000,B,True,Forecast
21820,GLITTER HEART GARLAND WITH BELLS,2011-11,2011-12,M2_gbm_poisson,79.944375,146,68.000000,B,True,Forecast
21821,GLITTER STAR GARLAND WITH BELLS,2011-11,2011-12,M2_gbm_poisson,70.199719,125,63.666667,B,True,Forecast
21822,GLITTER CHRISTMAS TREE WITH BELLS,2011-11,2011-12,M2_gbm_poisson,252.126277,443,183.333333,C,True,Forecast
21823,PAINTED METAL HEART WITH HOLLY BELL,2011-11,2011-12,M2_gbm_poisson,33.097983,3,413.666667,B,True,Forecast
21824,PAINTED METAL STAR WITH HOLLY BELLS,2011-11,2011-12,M2_gbm_poisson,152.312009,363,602.000000,B,True,Forecast
21828,EIGHT PIECE SNAKE  SET,2011-11,2011-12,M2_gbm_poisson,61.923648,85,48.333333,B,True,Forecast
21829,DINOSAUR KEYRINGS ASSORTED,2011-11,2011-12,M2_gbm_poisson,128.895275,0,448.000000,B,True,Forecast
21830,ASSORTED CREEPY CRAWLIES,2011-11,2011-12,M2_gbm_poisson,37.522124,1,98.000000,B,True,Forecast
21832,CHOCOLATE CALCULATOR,2011-11,2011-12,M2_gbm_poisson,89.826477,172,108.666667,A,True,Forecast
21833,CAMOUFLAGE LED TORCH,2011-11,2011-12,M2_gbm_poisson,200.274510,378,408.333333,A,True,Forecast
21841,BABY MOUSE RED GINGHAM DRESS,2011-11,2011-12,M2_gbm_poisson,33.818069,16,22.333333,B,True,Forecast
21843,RED RETROSPOT CAKE STAND,2011-11,2011-12,M2_gbm_poisson,193.950304,437,213.000000,A,True,Forecast
21844,RED RETROSPOT MUG,2011-11,2011-12,M2_gbm_poisson,78.083023,112,171.000000,A,True,Forecast
21845,DAIRY MAID STRIPE MUG,2011-11,2011-12,M2_gbm_poisson,80.580536,108,128.000000,B,True,Forecast
21846,PINK DIAMANTE PEN IN GIFT BOX,2011-11,2011-12,M2_gbm_poisson,30.648592,26,12.333333,A,True,Forecast
21847,GREEN  DIAMANTE PEN IN GIFT BOX,2011-11,2011-12,M2_gbm_poisson,6.356336,2,2.000000,C,True,Forecast
21849,SILVER DIAMANTE PEN IN GIFT BOX,2011-11,2011-12,M2_gbm_poisson,21.375900,16,7.000000,B,True,Forecast
21850,BLUE  DIAMANTE PEN IN GIFT BOX,2011-11,2011-12,M2_gbm_poisson,16.790278,11,5.333333,C,True,Forecast
21851,LILAC DIAMANTE PEN IN GIFT BOX,2011-11,2011-12,M2_gbm_poisson,11.010031,5,5.000000,B,True,Forecast
21864,UNION JACK FLAG PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,48.206585,26,41.666667,A,True,Forecast
21865,PINK UNION JACK  PASSPORT COVER,2011-11,2011-12,M2_gbm_poisson,30.452862,22,10.666667,B,True,Forecast
21866,UNION JACK FLAG LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,53.828510,65,52.666667,B,True,Forecast
21867,PINK UNION JACK  LUGGAGE TAG,2011-11,2011-12,M2_gbm_poisson,42.097500,33,18.666667,B,True,Forecast
21868,POTTING SHED TEA MUG,2011-11,2011-12,M2_gbm_poisson,82.409674,137,49.333333,A,True,Forecast
21870,I CAN ONLY PLEASE ONE PERSON MUG,2011-11,2011-12,M2_gbm_poisson,2.614460,0,0.000000,A,True,Forecast
21871,SAVE THE PLANET MUG,2011-11,2011-12,M2_gbm_poisson,365.533574,747,553.000000,A,True,Forecast
21872,GLAMOROUS  MUG,2011-11,2011-12,M2_gbm_poisson,180.145482,495,269.333333,A,True,Forecast
21873,IF YOU CAN'T STAND THE HEAT MUG,2011-11,2011-12,M2_gbm_poisson,101.120167,33,244.333333,B,True,Forecast
21874,GIN AND TONIC MUG,2011-11,2011-12,M2_gbm_poisson,258.640254,661,548.333333,A,True,Forecast
21875,KINGS CHOICE MUG,2011-11,2011-12,M2_gbm_poisson,78.928854,108,72.333333,A,True,Forecast
21876,POTTERING MUG,2011-11,2011-12,M2_gbm_poisson,160.479849,245,387.333333,A,True,Forecast
21877,HOME SWEET HOME MUG,2011-11,2011-12,M2_gbm_poisson,295.222608,378,646.666667,A,True,Forecast
21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,2011-11,2011-12,M2_gbm_poisson,46.418292,40,23.000000,A,True,Forecast
21879,HEARTS GIFT TAPE,2011-11,2011-12,M2_gbm_poisson,32.690319,7,23.000000,C,True,Forecast
21880,RED RETROSPOT TAPE,2011-11,2011-12,M2_gbm_poisson,72.489853,124,177.000000,C,True,Forecast
21881,CUTE CATS TAPE,2011-11,2011-12,M2_gbm_poisson,39.873870,32,28.000000,C,True,Forecast
21882,SKULLS TAPE,2011-11,2011-12,M2_gbm_poisson,44.578111,50,32.000000,C,True,Forecast
21883,STARS GIFT TAPE,2011-11,2011-12,M2_gbm_poisson,68.910337,97,103.000000,B,True,Forecast
21884,CAKES AND BOWS GIFT  TAPE,2011-11,2011-12,M2_gbm_poisson,38.125616,28,27.666667,C,True,Forecast
21888,BINGO SET,2011-11,2011-12,M2_gbm_poisson,171.070752,306,281.000000,A,True,Forecast
21889,WOODEN BOX OF DOMINOES,2011-11,2011-12,M2_gbm_poisson,694.463037,1463,1100.000000,A,True,Forecast
21890,S/6 WOODEN SKITTLES IN COTTON BAG,2011-11,2011-12,M2_gbm_poisson,94.351140,152,116.333333,A,True,Forecast
21891,TRADITIONAL WOODEN SKIPPING ROPE,2011-11,2011-12,M2_gbm_poisson,649.807562,1422,990.333333,A,True,Forecast
21892,TRADITIONAL WOODEN CATCH CUP GAME,2011-11,2011-12,M2_gbm_poisson,271.768217,614,419.000000,A,True,Forecast
21894,POTTING SHED SEED ENVELOPES,2011-11,2011-12,M2_gbm_poisson,59.517924,70,46.333333,B,True,Forecast
21896,POTTING SHED TWINE,2011-11,2011-12,M2_gbm_poisson,34.048730,25,12.333333,A,True,Forecast
21899,"KEY FOB , GARAGE DESIGN",2011-11,2011-12,M2_gbm_poisson,102.352594,127,139.666667,A,True,Forecast
21900,"KEY FOB , SHED",2011-11,2011-12,M2_gbm_poisson,140.990262,173,185.666667,A,True,Forecast
21901,"KEY FOB , BACK DOOR",2011-11,2011-12,M2_gbm_poisson,102.352594,130,138.666667,A,True,Forecast
21902,"KEY FOB , FRONT  DOOR",2011-11,2011-12,M2_gbm_poisson,86.854006,156,134.000000,B,True,Forecast
21903,MAN FLU METAL SIGN,2011-11,2011-12,M2_gbm_poisson,66.644987,103,78.000000,A,True,Forecast
21905,MORE BUTTER METAL SIGN,2011-11,2011-12,M2_gbm_poisson,65.392542,110,86.666667,B,True,Forecast
21906,PHARMACIE FIRST AID TIN,2011-11,2011-12,M2_gbm_poisson,32.635396,18,53.333333,A,True,Forecast
21907,I'M ON HOLIDAY METAL SIGN,2011-11,2011-12,M2_gbm_poisson,108.998419,94,126.666667,A,True,Forecast
21908,CHOCOLATE THIS WAY METAL SIGN,2011-11,2011-12,M2_gbm_poisson,187.597590,248,409.666667,A,True,Forecast
21912,VINTAGE SNAKES & LADDERS,2011-11,2011-12,M2_gbm_poisson,119.039130,176,140.666667,A,True,Forecast
21913,VINTAGE SEASIDE JIGSAW PUZZLES,2011-11,2011-12,M2_gbm_poisson,44.627948,25,31.333333,A,True,Forecast
21914,BLUE HARMONICA IN BOX,2011-11,2011-12,M2_gbm_poisson,709.902140,1662,1116.666667,A,True,Forecast
21915,RED  HARMONICA IN BOX,2011-11,2011-12,M2_gbm_poisson,1659.141269,3644,3327.666667,A,True,Forecast
21916,SET 12 RETRO WHITE CHALK STICKS,2011-11,2011-12,M2_gbm_poisson,189.998079,231,393.333333,A,True,Forecast
21917,SET 12 KIDS  WHITE CHALK STICKS,2011-11,2011-12,M2_gbm_poisson,172.787791,215,473.333333,B,True,Forecast
21918,SET 12 KIDS COLOUR  CHALK STICKS,2011-11,2011-12,M2_gbm_poisson,317.172441,425,394.333333,A,True,Forecast
21922,UNION STRIPE WITH FRINGE  HAMMOCK,2011-11,2011-12,M2_gbm_poisson,19.049840,6,11.333333,A,True,Forecast
21925,UNION STRIPE CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,17.189264,1,12.666667,B,True,Forecast
21926,RED/CREAM STRIPE CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,39.923415,25,32.000000,B,True,Forecast
21927,BLUE/CREAM STRIPE CUSHION COVER,2011-11,2011-12,M2_gbm_poisson,44.139699,39,53.000000,B,True,Forecast
21928,JUMBO BAG SCANDINAVIAN PAISLEY,2011-11,2011-12,M2_gbm_poisson,404.989927,765,803.666667,A,True,Forecast
21929,JUMBO BAG PINK VINTAGE PAISLEY,2011-11,2011-12,M2_gbm_poisson,380.668235,716,759.666667,A,True,Forecast
21930,JUMBO STORAGE BAG SKULLS,2011-11,2011-12,M2_gbm_poisson,327.668304,617,694.666667,A,True,Forecast
21931,JUMBO STORAGE BAG SUKI,2011-11,2011-12,M2_gbm_poisson,854.260747,1177,1249.000000,A,True,Forecast
21932,SCANDINAVIAN PAISLEY PICNIC BAG,2011-11,2011-12,M2_gbm_poisson,145.360249,182,128.000000,A,True,Forecast
21933,PINK VINTAGE PAISLEY PICNIC BAG,2011-11,2011-12,M2_gbm_poisson,126.967803,131,103.666667,A,True,Forecast
21934,SKULL SHOULDER BAG,2011-11,2011-12,M2_gbm_poisson,231.590677,492,288.000000,A,True,Forecast
21935,SUKI  SHOULDER BAG,2011-11,2011-12,M2_gbm_poisson,259.042796,546,372.666667,A,True,Forecast
21936,RED RETROSPOT PICNIC BAG,2011-11,2011-12,M2_gbm_poisson,72.438558,45,92.000000,A,True,Forecast
21937,STRAWBERRY   PICNIC BAG,2011-11,2011-12,M2_gbm_poisson,5.265464,1,0.333333,A,True,Forecast
21942,SKULLS DESIGN FLANNEL,2011-11,2011-12,M2_gbm_poisson,54.505000,83,40.333333,B,True,Forecast
21943,CAKES AND RABBITS DESIGN FLANNEL,2011-11,2011-12,M2_gbm_poisson,22.395186,6,9.000000,C,True,Forecast
21944,KITTENS DESIGN FLANNEL,2011-11,2011-12,M2_gbm_poisson,53.366796,72,32.000000,C,True,Forecast
21945,STRAWBERRIES  DESIGN FLANNEL,2011-11,2011-12,M2_gbm_poisson,60.787318,80,53.000000,B,True,Forecast
21946,PARTY TIME DESIGN FLANNEL,2011-11,2011-12,M2_gbm_poisson,13.458412,3,5.666667,C,True,Forecast
21947,SET OF 6 HEART CHOPSTICKS,2011-11,2011-12,M2_gbm_poisson,56.136178,60,49.666667,B,True,Forecast
21948,SET OF 6 CAKE CHOPSTICKS,2011-11,2011-12,M2_gbm_poisson,51.329348,48,36.666667,B,True,Forecast
21949,SET OF 6 STRAWBERRY CHOPSTICKS,2011-11,2011-12,M2_gbm_poisson,52.599482,52,42.333333,B,True,Forecast
21955,DOORMAT UNION JACK GUNS AND ROSES,2011-11,2011-12,M2_gbm_poisson,40.972204,27,58.000000,A,True,Forecast
21967,PACK OF 12 SKULL TISSUES,2011-11,2011-12,M2_gbm_poisson,150.444929,277,328.333333,A,True,Forecast
21972,SET OF 36 DINOSAUR PAPER DOILIES,2011-11,2011-12,M2_gbm_poisson,47.606956,57,29.333333,B,True,Forecast
21973,SET OF 36 MUSHROOM PAPER DOILIES,2011-11,2011-12,M2_gbm_poisson,19.287069,5,8.666667,B,True,Forecast
21974,SET OF 36 PAISLEY FLOWER DOILIES,2011-11,2011-12,M2_gbm_poisson,165.627009,276,269.333333,A,True,Forecast
21975,PACK OF 60 DINOSAUR CAKE CASES,2011-11,2011-12,M2_gbm_poisson,499.839666,756,1040.333333,A,True,Forecast
21976,PACK OF 60 MUSHROOM CAKE CASES,2011-11,2011-12,M2_gbm_poisson,269.683479,271,353.000000,A,True,Forecast
21977,PACK OF 60 PINK PAISLEY CAKE CASES,2011-11,2011-12,M2_gbm_poisson,979.569205,1426,1700.000000,A,True,Forecast
21980,PACK OF 12 RED RETROSPOT TISSUES,2011-11,2011-12,M2_gbm_poisson,253.903166,326,622.000000,A,True,Forecast
21981,PACK OF 12 WOODLAND TISSUES,2011-11,2011-12,M2_gbm_poisson,159.299627,252,329.333333,A,True,Forecast
21982,PACK OF 12 SUKI TISSUES,2011-11,2011-12,M2_gbm_poisson,325.847520,924,552.000000,A,True,Forecast
21983,PACK OF 12 BLUE PAISLEY TISSUES,2011-11,2011-12,M2_gbm_poisson,99.446174,177,240.000000,B,True,Forecast
21984,PACK OF 12 PINK PAISLEY TISSUES,2011-11,2011-12,M2_gbm_poisson,130.065197,142,301.333333,A,True,Forecast
21985,PACK OF 12 HEARTS DESIGN TISSUES,2011-11,2011-12,M2_gbm_poisson,298.457914,500,639.666667,A,True,Forecast
21986,PACK OF 12 PINK POLKADOT TISSUES,2011-11,2011-12,M2_gbm_poisson,109.775335,144,233.666667,A,True,Forecast
21987,PACK OF 6 SKULL PAPER CUPS,2011-11,2011-12,M2_gbm_poisson,111.084132,381,235.333333,B,True,Forecast
21988,PACK OF 6 SKULL PAPER PLATES,2011-11,2011-12,M2_gbm_poisson,116.773093,337,209.666667,A,True,Forecast
21989,PACK OF 20 SKULL PAPER NAPKINS,2011-11,2011-12,M2_gbm_poisson,118.047864,193,177.000000,A,True,Forecast
21990,MODERN FLORAL STATIONERY SET,2011-11,2011-12,M2_gbm_poisson,189.326277,342,250.666667,B,True,Forecast
21991,BOHEMIAN COLLAGE STATIONERY SET,2011-11,2011-12,M2_gbm_poisson,73.697982,126,75.333333,B,True,Forecast
21992,VINTAGE PAISLEY STATIONERY SET,2011-11,2011-12,M2_gbm_poisson,143.058344,153,277.333333,A,True,Forecast
21993,FLORAL FOLK STATIONERY SET,2011-11,2011-12,M2_gbm_poisson,213.495139,435,277.333333,B,True,Forecast
22016,Dotcomgiftshop Gift Voucher £100.00,2011-11,2011-12,M2_gbm_poisson,4.285763,0,0.000000,C,True,Forecast
22023,EMPIRE BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,68.801441,129,91.000000,B,True,Forecast
22024,RAINY LADIES BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,86.153630,203,201.333333,B,True,Forecast
22025,RING OF ROSES BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,76.748328,109,145.000000,B,True,Forecast
22026,BANQUET BIRTHDAY  CARD,2011-11,2011-12,M2_gbm_poisson,81.831971,143,135.666667,B,True,Forecast
22027,TEA PARTY BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,222.223551,477,460.000000,A,True,Forecast
22028,PENNY FARTHING BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,167.148235,406,303.000000,B,True,Forecast
22029,SPACEBOY BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,304.955655,676,776.666667,A,True,Forecast
22030,SWALLOWS GREETING CARD,2011-11,2011-12,M2_gbm_poisson,523.983710,1010,421.666667,A,True,Forecast
22031,BOTANICAL LAVENDER BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,45.529387,51,29.666667,C,True,Forecast
22032,BOTANICAL LILY GREETING CARD,2011-11,2011-12,M2_gbm_poisson,51.418295,50,41.000000,C,True,Forecast
22033,BOTANICAL ROSE GREETING CARD,2011-11,2011-12,M2_gbm_poisson,6.306988,1,0.333333,C,True,Forecast
22034,ROBIN CHRISTMAS CARD,2011-11,2011-12,M2_gbm_poisson,6.978807,2,0.666667,C,True,Forecast
22035,VINTAGE CARAVAN GREETING CARD,2011-11,2011-12,M2_gbm_poisson,14.296236,0,30.666667,B,True,Forecast
22037,ROBOT BIRTHDAY CARD,2011-11,2011-12,M2_gbm_poisson,202.865840,310,350.666667,B,True,Forecast
22038,BOTANICAL LAVENDER GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,42.243701,50,41.666667,C,True,Forecast
22039,BOTANICAL LILY GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,16.497899,0,58.333333,C,True,Forecast
22040,BOTANICAL ROSE GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,50.661470,50,41.666667,B,True,Forecast
22041,"RECORD FRAME 7"" SINGLE SIZE",2011-11,2011-12,M2_gbm_poisson,291.459140,644,493.333333,A,True,Forecast
22042,CHRISTMAS CARD SINGING ANGEL,2011-11,2011-12,M2_gbm_poisson,57.249106,73,60.333333,C,True,Forecast
22043,CHRISTMAS CARD SCREEN PRINT,2011-11,2011-12,M2_gbm_poisson,133.295872,434,348.000000,C,True,Forecast
22044,CHRISTMAS CARD STACK OF PRESENTS,2011-11,2011-12,M2_gbm_poisson,65.330311,36,216.000000,C,True,Forecast
22045,SPACEBOY GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,260.294668,875,816.666667,A,True,Forecast
22046,TEA PARTY  WRAPPING PAPER,2011-11,2011-12,M2_gbm_poisson,95.059192,275,216.666667,B,True,Forecast
22047,EMPIRE GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,150.498408,500,358.333333,B,True,Forecast
22048,BIRTHDAY BANQUET GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,56.692176,75,83.333333,B,True,Forecast
22049,WRAP CHRISTMAS SCREEN PRINT,2011-11,2011-12,M2_gbm_poisson,28.634485,0,225.000000,C,True,Forecast
22050,PINK PAISLEY ROSE GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,64.248664,50,100.000000,B,True,Forecast
22051,BLUE SCANDINAVIAN PAISLEY WRAP,2011-11,2011-12,M2_gbm_poisson,59.100959,125,75.000000,B,True,Forecast
22052,VINTAGE CARAVAN GIFT WRAP,2011-11,2011-12,M2_gbm_poisson,2.062682,0,0.000000,B,True,Forecast
22053,EMPIRE DESIGN ROSETTE,2011-11,2011-12,M2_gbm_poisson,22.112021,11,10.333333,A,True,Forecast
22055,MINI CAKE STAND  HANGING STRAWBERY,2011-11,2011-12,M2_gbm_poisson,57.695268,82,81.333333,A,True,Forecast
22057,CERAMIC PLATE STRAWBERRY DESIGN,2011-11,2011-12,M2_gbm_poisson,58.033693,67,37.000000,A,True,Forecast
22059,CERAMIC STRAWBERRY DESIGN MUG,2011-11,2011-12,M2_gbm_poisson,73.021923,135,65.666667,A,True,Forecast
22061,LARGE CAKE STAND  HANGING STRAWBERY,2011-11,2011-12,M2_gbm_poisson,41.050413,45,24.333333,A,True,Forecast
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,2011-11,2011-12,M2_gbm_poisson,18.560224,0,34.666667,B,True,Forecast
22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,2011-11,2011-12,M2_gbm_poisson,35.338043,26,14.666667,A,True,Forecast
22064,PINK DOUGHNUT TRINKET POT,2011-11,2011-12,M2_gbm_poisson,100.576871,232,122.000000,A,True,Forecast
22065,CHRISTMAS PUDDING TRINKET POT,2011-11,2011-12,M2_gbm_poisson,822.047848,1804,1984.333333,B,True,Forecast
22066,LOVE HEART TRINKET POT,2011-11,2011-12,M2_gbm_poisson,124.269017,401,273.666667,B,True,Forecast
22067,CHOC TRUFFLE GOLD TRINKET POT,2011-11,2011-12,M2_gbm_poisson,45.074268,52,30.000000,B,True,Forecast
22068,BLACK PIRATE TREASURE CHEST,2011-11,2011-12,M2_gbm_poisson,56.289352,56,54.000000,B,True,Forecast
22069,BROWN  PIRATE TREASURE CHEST,2011-11,2011-12,M2_gbm_poisson,63.160007,75,46.000000,B,True,Forecast
22070,SMALL RED RETROSPOT MUG IN BOX,2011-11,2011-12,M2_gbm_poisson,217.518868,529,213.666667,A,True,Forecast
22071,SMALL WHITE RETROSPOT MUG IN BOX,2011-11,2011-12,M2_gbm_poisson,185.148810,507,200.333333,A,True,Forecast
22072,RED RETROSPOT TEA CUP AND SAUCER,2011-11,2011-12,M2_gbm_poisson,46.962896,40,31.333333,A,True,Forecast
22074,6 RIBBONS SHIMMERING PINKS,2011-11,2011-12,M2_gbm_poisson,69.024248,79,75.000000,B,True,Forecast
22075,6 RIBBONS ELEGANT CHRISTMAS,2011-11,2011-12,M2_gbm_poisson,164.349305,343,229.000000,B,True,Forecast
22076,6 RIBBONS EMPIRE,2011-11,2011-12,M2_gbm_poisson,88.869929,152,135.000000,B,True,Forecast
22077,6 RIBBONS RUSTIC CHARM,2011-11,2011-12,M2_gbm_poisson,668.498939,1177,1166.333333,A,True,Forecast
22078,RIBBON REEL LACE DESIGN,2011-11,2011-12,M2_gbm_poisson,104.377701,213,161.666667,A,True,Forecast
22079,RIBBON REEL HEARTS DESIGN,2011-11,2011-12,M2_gbm_poisson,113.795775,172,195.333333,A,True,Forecast
22080,RIBBON REEL SPOTS DESIGN,2011-11,2011-12,M2_gbm_poisson,120.859595,215,203.666667,A,True,Forecast
22081,RIBBON REEL FLORA + FAUNA,2011-11,2011-12,M2_gbm_poisson,63.368610,69,77.000000,B,True,Forecast
22082,RIBBON REEL STRIPES DESIGN,2011-11,2011-12,M2_gbm_poisson,194.350735,394,324.000000,A,True,Forecast
22083,PAPER CHAIN KIT RETROSPOT,2011-11,2011-12,M2_gbm_poisson,294.506489,653,462.000000,A,True,Forecast
22084,PAPER CHAIN KIT EMPIRE,2011-11,2011-12,M2_gbm_poisson,8.325591,0,3.666667,A,True,Forecast
22085,PAPER CHAIN KIT SKULLS,2011-11,2011-12,M2_gbm_poisson,39.076099,28,32.333333,A,True,Forecast
22086,PAPER CHAIN KIT 50'S CHRISTMAS,2011-11,2011-12,M2_gbm_poisson,1967.639643,7898,4475.666667,A,True,Forecast
22087,PAPER BUNTING WHITE LACE,2011-11,2011-12,M2_gbm_poisson,367.644615,580,193.333333,A,True,Forecast
22088,PAPER BUNTING COLOURED LACE,2011-11,2011-12,M2_gbm_poisson,2.502422,0,0.000000,A,True,Forecast
22089,PAPER BUNTING VINTAGE PAISLEY,2011-11,2011-12,M2_gbm_poisson,65.781021,111,76.666667,A,True,Forecast
22090,PAPER BUNTING RETROSPOT,2011-11,2011-12,M2_gbm_poisson,307.084136,327,313.666667,A,True,Forecast
22091,EMPIRE TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,194.555307,338,377.333333,B,True,Forecast
22092,BLUE PAISLEY TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,71.477939,155,130.000000,C,True,Forecast
22093,MOTORING TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,171.179941,287,349.333333,C,True,Forecast
22094,RED RETROSPOT TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,223.419913,525,422.000000,B,True,Forecast
22095,LADS ONLY TISSUE BOX,2011-11,2011-12,M2_gbm_poisson,184.436193,409,258.666667,B,True,Forecast
