stock_code,quarter,model,forecast_sum,actual_sum,n_months,complete,months_included,estimate_type
17011F,2010-Q4,M2_gbm_poisson,62.488900,10.000000,3,True,2010-10;2010-11;2010-12,
17012A,2010-Q4,B2_ma3,64.333400,160.000000,3,True,2010-10;2010-11;2010-12,
17012A,2010-Q4,M2_gbm_poisson,158.052100,160.000000,3,True,2010-10;2010-11;2010-12,
17012B,2010-Q4,B2_ma3,57.666700,176.000000,3,True,2010-10;2010-11;2010-12,
17012B,2010-Q4,M2_gbm_poisson,155.526900,176.000000,3,True,2010-10;2010-11;2010-12,
17012C,2010-Q4,B2_ma3,21.333400,159.000000,3,True,2010-10;2010-11;2010-12,
17012C,2010-Q4,M2_gbm_poisson,95.209800,159.000000,3,True,2010-10;2010-11;2010-12,
17012D,2010-Q4,B2_ma3,21.666600,40.000000,3,True,2010-10;2010-11;2010-12,
17012D,2010-Q4,M2_gbm_poisson,89.764400,40.000000,3,True,2010-10;2010-11;2010-12,
17012E,2010-Q4,B2_ma3,9.333400,59.000000,3,True,2010-10;2010-11;2010-12,
17012E,2010-Q4,M2_gbm_poisson,52.407400,59.000000,3,True,2010-10;2010-11;2010-12,
17012F,2010-Q4,B2_ma3,43.000000,147.000000,3,True,2010-10;2010-11;2010-12,
17012F,2010-Q4,M2_gbm_poisson,88.873900,147.000000,3,True,2010-10;2010-11;2010-12,
17013D,2010-Q4,B2_ma3,77.000000,133.000000,3,True,2010-10;2010-11;2010-12,
17013D,2010-Q4,M2_gbm_poisson,128.032300,133.000000,3,True,2010-10;2010-11;2010-12,
17013F,2010-Q4,B2_ma3,37.333400,0.000000,3,True,2010-10;2010-11;2010-12,
17013F,2010-Q4,M2_gbm_poisson,59.882200,0.000000,3,True,2010-10;2010-11;2010-12,
17014A,2010-Q4,B2_ma3,17.333400,30.000000,3,True,2010-10;2010-11;2010-12,
17014A,2010-Q4,M2_gbm_poisson,35.100200,30.000000,3,True,2010-10;2010-11;2010-12,
17014D,2010-Q4,B2_ma3,58.666600,0.000000,3,True,2010-10;2010-11;2010-12,
17014D,2010-Q4,M2_gbm_poisson,57.262100,0.000000,3,True,2010-10;2010-11;2010-12,
17014E,2010-Q4,B2_ma3,59.666700,0.000000,3,True,2010-10;2010-11;2010-12,
17014E,2010-Q4,M2_gbm_poisson,77.869500,0.000000,3,True,2010-10;2010-11;2010-12,
17014F,2010-Q4,B2_ma3,38.666600,0.000000,3,True,2010-10;2010-11;2010-12,
17014F,2010-Q4,M2_gbm_poisson,60.695400,0.000000,3,True,2010-10;2010-11;2010-12,
17021,2010-Q4,B2_ma3,198.333300,847.000000,3,True,2010-10;2010-11;2010-12,
17021,2010-Q4,M2_gbm_poisson,252.787000,847.000000,3,True,2010-10;2010-11;2010-12,
17033,2010-Q4,B2_ma3,153.666700,48.000000,3,True,2010-10;2010-11;2010-12,
17033,2010-Q4,M2_gbm_poisson,242.276100,48.000000,3,True,2010-10;2010-11;2010-12,
17038,2010-Q4,B2_ma3,276.666600,306.000000,3,True,2010-10;2010-11;2010-12,
17038,2010-Q4,M2_gbm_poisson,238.766500,306.000000,3,True,2010-10;2010-11;2010-12,
17039,2010-Q4,B2_ma3,709.666600,0.000000,3,True,2010-10;2010-11;2010-12,
17039,2010-Q4,M2_gbm_poisson,162.328300,0.000000,3,True,2010-10;2010-11;2010-12,
17084A,2010-Q4,B2_ma3,54.000000,62.000000,3,True,2010-10;2010-11;2010-12,
17084A,2010-Q4,M2_gbm_poisson,168.704400,62.000000,3,True,2010-10;2010-11;2010-12,
17084J,2010-Q4,B2_ma3,50.000000,100.000000,3,True,2010-10;2010-11;2010-12,
17084J,2010-Q4,M2_gbm_poisson,137.303900,100.000000,3,True,2010-10;2010-11;2010-12,
17084N,2010-Q4,B2_ma3,334.666700,377.000000,3,True,2010-10;2010-11;2010-12,
17084N,2010-Q4,M2_gbm_poisson,577.017700,377.000000,3,True,2010-10;2010-11;2010-12,
17084P,2010-Q4,B2_ma3,70.333300,156.000000,3,True,2010-10;2010-11;2010-12,
17084P,2010-Q4,M2_gbm_poisson,224.011600,156.000000,3,True,2010-10;2010-11;2010-12,
17084R,2010-Q4,B2_ma3,552.000000,2160.000000,3,True,2010-10;2010-11;2010-12,
17084R,2010-Q4,M2_gbm_poisson,693.494000,2160.000000,3,True,2010-10;2010-11;2010-12,
17090A,2010-Q4,B2_ma3,17.666700,62.000000,3,True,2010-10;2010-11;2010-12,
17090A,2010-Q4,M2_gbm_poisson,58.638200,62.000000,3,True,2010-10;2010-11;2010-12,
17090D,2010-Q4,B2_ma3,17.000100,25.000000,3,True,2010-10;2010-11;2010-12,
17090D,2010-Q4,M2_gbm_poisson,45.842800,25.000000,3,True,2010-10;2010-11;2010-12,
17091A,2010-Q4,B2_ma3,480.000000,368.000000,3,True,2010-10;2010-11;2010-12,
17091A,2010-Q4,M2_gbm_poisson,555.950100,368.000000,3,True,2010-10;2010-11;2010-12,
17091B,2010-Q4,B2_ma3,56.000000,0.000000,3,True,2010-10;2010-11;2010-12,
17091B,2010-Q4,M2_gbm_poisson,60.592800,0.000000,3,True,2010-10;2010-11;2010-12,
17091J,2010-Q4,B2_ma3,372.333300,435.000000,3,True,2010-10;2010-11;2010-12,
17091J,2010-Q4,M2_gbm_poisson,396.246900,435.000000,3,True,2010-10;2010-11;2010-12,
17096,2010-Q4,B2_ma3,1063.333300,1947.000000,3,True,2010-10;2010-11;2010-12,
17096,2010-Q4,M2_gbm_poisson,617.736400,1947.000000,3,True,2010-10;2010-11;2010-12,
17107D,2010-Q4,B2_ma3,43.666700,76.000000,3,True,2010-10;2010-11;2010-12,
17107D,2010-Q4,M2_gbm_poisson,110.859500,76.000000,3,True,2010-10;2010-11;2010-12,
17109D,2010-Q4,B2_ma3,53.666700,10.000000,3,True,2010-10;2010-11;2010-12,
17109D,2010-Q4,M2_gbm_poisson,91.245100,10.000000,3,True,2010-10;2010-11;2010-12,
17129C,2010-Q4,B2_ma3,0.000000,0.000000,2,False,2010-10;2010-11,
17129C,2010-Q4,M2_gbm_poisson,4.725900,0.000000,2,False,2010-10;2010-11,
17129F,2010-Q4,B2_ma3,229.999900,118.000000,3,True,2010-10;2010-11;2010-12,
17129F,2010-Q4,M2_gbm_poisson,274.515000,118.000000,3,True,2010-10;2010-11;2010-12,
17136A,2010-Q4,B2_ma3,72.000000,96.000000,3,True,2010-10;2010-11;2010-12,
17136A,2010-Q4,M2_gbm_poisson,198.163700,96.000000,3,True,2010-10;2010-11;2010-12,
17164B,2010-Q4,B2_ma3,419.333400,453.000000,3,True,2010-10;2010-11;2010-12,
17164B,2010-Q4,M2_gbm_poisson,551.263000,453.000000,3,True,2010-10;2010-11;2010-12,
17165B,2010-Q4,B2_ma3,118.333300,5.000000,3,True,2010-10;2010-11;2010-12,
17165B,2010-Q4,M2_gbm_poisson,138.866100,5.000000,3,True,2010-10;2010-11;2010-12,
17165D,2010-Q4,B2_ma3,160.333300,189.000000,3,True,2010-10;2010-11;2010-12,
17165D,2010-Q4,M2_gbm_poisson,290.239100,189.000000,3,True,2010-10;2010-11;2010-12,
17174,2010-Q4,B2_ma3,2.666700,1.000000,3,True,2010-10;2010-11;2010-12,
17174,2010-Q4,M2_gbm_poisson,38.686700,1.000000,3,True,2010-10;2010-11;2010-12,
17178,2010-Q4,B2_ma3,33.333300,0.000000,3,True,2010-10;2010-11;2010-12,
17178,2010-Q4,M2_gbm_poisson,70.693200,0.000000,3,True,2010-10;2010-11;2010-12,
17181,2010-Q4,B2_ma3,17.000000,0.000000,3,True,2010-10;2010-11;2010-12,
17181,2010-Q4,M2_gbm_poisson,25.034800,0.000000,3,True,2010-10;2010-11;2010-12,
17191A,2010-Q4,B2_ma3,5.000000,10.000000,3,True,2010-10;2010-11;2010-12,
17191A,2010-Q4,M2_gbm_poisson,22.082700,10.000000,3,True,2010-10;2010-11;2010-12,
18007,2010-Q4,B2_ma3,907.000000,2704.000000,3,True,2010-10;2010-11;2010-12,
18007,2010-Q4,M2_gbm_poisson,1656.402800,2704.000000,3,True,2010-10;2010-11;2010-12,
18094C,2010-Q4,B2_ma3,65.333300,61.000000,3,True,2010-10;2010-11;2010-12,
18094C,2010-Q4,M2_gbm_poisson,117.873400,61.000000,3,True,2010-10;2010-11;2010-12,
18097A,2010-Q4,B2_ma3,3.999900,8.000000,3,True,2010-10;2010-11;2010-12,
18097A,2010-Q4,M2_gbm_poisson,31.298900,8.000000,3,True,2010-10;2010-11;2010-12,
18097C,2010-Q4,B2_ma3,183.666700,324.000000,3,True,2010-10;2010-11;2010-12,
18097C,2010-Q4,M2_gbm_poisson,328.025600,324.000000,3,True,2010-10;2010-11;2010-12,
18098C,2010-Q4,B2_ma3,337.333400,417.000000,3,True,2010-10;2010-11;2010-12,
18098C,2010-Q4,M2_gbm_poisson,492.795800,417.000000,3,True,2010-10;2010-11;2010-12,
20615,2010-Q4,B2_ma3,13.999900,32.000000,3,True,2010-10;2010-11;2010-12,
20615,2010-Q4,M2_gbm_poisson,48.735100,32.000000,3,True,2010-10;2010-11;2010-12,
20616,2010-Q4,B2_ma3,9.000000,61.000000,3,True,2010-10;2010-11;2010-12,
20616,2010-Q4,M2_gbm_poisson,46.623100,61.000000,3,True,2010-10;2010-11;2010-12,
20617,2010-Q4,B2_ma3,122.000000,292.000000,3,True,2010-10;2010-11;2010-12,
20617,2010-Q4,M2_gbm_poisson,272.487300,292.000000,3,True,2010-10;2010-11;2010-12,
20618,2010-Q4,B2_ma3,24.000000,38.000000,3,True,2010-10;2010-11;2010-12,
20618,2010-Q4,M2_gbm_poisson,142.526100,38.000000,3,True,2010-10;2010-11;2010-12,
20619,2010-Q4,B2_ma3,28.000100,77.000000,3,True,2010-10;2010-11;2010-12,
20619,2010-Q4,M2_gbm_poisson,85.285000,77.000000,3,True,2010-10;2010-11;2010-12,
20621,2010-Q4,B2_ma3,75.333300,0.000000,3,True,2010-10;2010-11;2010-12,
20621,2010-Q4,M2_gbm_poisson,45.298400,0.000000,3,True,2010-10;2010-11;2010-12,
20622,2010-Q4,B2_ma3,120.333400,341.000000,3,True,2010-10;2010-11;2010-12,
20622,2010-Q4,M2_gbm_poisson,261.456900,341.000000,3,True,2010-10;2010-11;2010-12,
20652,2010-Q4,B2_ma3,48.666700,22.000000,3,True,2010-10;2010-11;2010-12,
20652,2010-Q4,M2_gbm_poisson,95.595700,22.000000,3,True,2010-10;2010-11;2010-12,
20653,2010-Q4,B2_ma3,20.000000,17.000000,3,True,2010-10;2010-11;2010-12,
20653,2010-Q4,M2_gbm_poisson,65.514100,17.000000,3,True,2010-10;2010-11;2010-12,
20654,2010-Q4,B2_ma3,63.999900,89.000000,3,True,2010-10;2010-11;2010-12,
20654,2010-Q4,M2_gbm_poisson,151.117600,89.000000,3,True,2010-10;2010-11;2010-12,
20655,2010-Q4,B2_ma3,40.666700,54.000000,3,True,2010-10;2010-11;2010-12,
20655,2010-Q4,M2_gbm_poisson,142.743500,54.000000,3,True,2010-10;2010-11;2010-12,
20657,2010-Q4,B2_ma3,23.666700,22.000000,3,True,2010-10;2010-11;2010-12,
20657,2010-Q4,M2_gbm_poisson,64.900600,22.000000,3,True,2010-10;2010-11;2010-12,
20658,2010-Q4,B2_ma3,234.000000,188.000000,3,True,2010-10;2010-11;2010-12,
20658,2010-Q4,M2_gbm_poisson,331.425900,188.000000,3,True,2010-10;2010-11;2010-12,
20659,2010-Q4,B2_ma3,59.333300,67.000000,3,True,2010-10;2010-11;2010-12,
20659,2010-Q4,M2_gbm_poisson,167.219500,67.000000,3,True,2010-10;2010-11;2010-12,
20660,2010-Q4,B2_ma3,1.333300,0.000000,3,True,2010-10;2010-11;2010-12,
20660,2010-Q4,M2_gbm_poisson,25.639300,0.000000,3,True,2010-10;2010-11;2010-12,
20661,2010-Q4,B2_ma3,566.666600,68.000000,3,True,2010-10;2010-11;2010-12,
20661,2010-Q4,M2_gbm_poisson,439.460100,68.000000,3,True,2010-10;2010-11;2010-12,
20662,2010-Q4,B2_ma3,517.333300,18.000000,3,True,2010-10;2010-11;2010-12,
20662,2010-Q4,M2_gbm_poisson,462.065700,18.000000,3,True,2010-10;2010-11;2010-12,
20663,2010-Q4,B2_ma3,839.333300,9.000000,3,True,2010-10;2010-11;2010-12,
20663,2010-Q4,M2_gbm_poisson,597.738800,9.000000,3,True,2010-10;2010-11;2010-12,
20664,2010-Q4,B2_ma3,8.333300,9.000000,3,True,2010-10;2010-11;2010-12,
20664,2010-Q4,M2_gbm_poisson,29.328800,9.000000,3,True,2010-10;2010-11;2010-12,
20665,2010-Q4,B2_ma3,192.333300,233.000000,3,True,2010-10;2010-11;2010-12,
20665,2010-Q4,M2_gbm_poisson,315.254400,233.000000,3,True,2010-10;2010-11;2010-12,
20666,2010-Q4,B2_ma3,673.666700,5.000000,3,True,2010-10;2010-11;2010-12,
20666,2010-Q4,M2_gbm_poisson,426.888800,5.000000,3,True,2010-10;2010-11;2010-12,
20667,2010-Q4,B2_ma3,3.333400,2.000000,3,True,2010-10;2010-11;2010-12,
20667,2010-Q4,M2_gbm_poisson,16.290000,2.000000,3,True,2010-10;2010-11;2010-12,
20668,2010-Q4,B2_ma3,3362.000000,6159.000000,3,True,2010-10;2010-11;2010-12,
20668,2010-Q4,M2_gbm_poisson,4882.370000,6159.000000,3,True,2010-10;2010-11;2010-12,
20669,2010-Q4,B2_ma3,113.333400,138.000000,3,True,2010-10;2010-11;2010-12,
20669,2010-Q4,M2_gbm_poisson,209.093900,138.000000,3,True,2010-10;2010-11;2010-12,
20670,2010-Q4,B2_ma3,513.333300,8.000000,3,True,2010-10;2010-11;2010-12,
20670,2010-Q4,M2_gbm_poisson,414.949600,8.000000,3,True,2010-10;2010-11;2010-12,
20671,2010-Q4,B2_ma3,226.000000,120.000000,3,True,2010-10;2010-11;2010-12,
20671,2010-Q4,M2_gbm_poisson,292.394900,120.000000,3,True,2010-10;2010-11;2010-12,
20674,2010-Q4,B2_ma3,466.666700,317.000000,3,True,2010-10;2010-11;2010-12,
20674,2010-Q4,M2_gbm_poisson,581.649500,317.000000,3,True,2010-10;2010-11;2010-12,
20675,2010-Q4,B2_ma3,659.666600,610.000000,3,True,2010-10;2010-11;2010-12,
20675,2010-Q4,M2_gbm_poisson,867.080400,610.000000,3,True,2010-10;2010-11;2010-12,
20676,2010-Q4,B2_ma3,1239.666600,902.000000,3,True,2010-10;2010-11;2010-12,
20676,2010-Q4,M2_gbm_poisson,1485.756300,902.000000,3,True,2010-10;2010-11;2010-12,
20677,2010-Q4,B2_ma3,923.666700,768.000000,3,True,2010-10;2010-11;2010-12,
20677,2010-Q4,M2_gbm_poisson,1088.382000,768.000000,3,True,2010-10;2010-11;2010-12,
20679,2010-Q4,B2_ma3,722.000000,703.000000,3,True,2010-10;2010-11;2010-12,
20679,2010-Q4,M2_gbm_poisson,779.293000,703.000000,3,True,2010-10;2010-11;2010-12,
20681,2010-Q4,B2_ma3,359.666600,314.000000,3,True,2010-10;2010-11;2010-12,
20681,2010-Q4,M2_gbm_poisson,551.694800,314.000000,3,True,2010-10;2010-11;2010-12,
20682,2010-Q4,B2_ma3,548.333300,472.000000,3,True,2010-10;2010-11;2010-12,
20682,2010-Q4,M2_gbm_poisson,662.870700,472.000000,3,True,2010-10;2010-11;2010-12,
20684,2010-Q4,B2_ma3,208.000100,184.000000,3,True,2010-10;2010-11;2010-12,
20684,2010-Q4,M2_gbm_poisson,339.244900,184.000000,3,True,2010-10;2010-11;2010-12,
20685,2010-Q4,B2_ma3,1232.333300,1273.000000,3,True,2010-10;2010-11;2010-12,
20685,2010-Q4,M2_gbm_poisson,1467.070400,1273.000000,3,True,2010-10;2010-11;2010-12,
20686,2010-Q4,B2_ma3,74.333400,88.000000,3,True,2010-10;2010-11;2010-12,
20686,2010-Q4,M2_gbm_poisson,164.632100,88.000000,3,True,2010-10;2010-11;2010-12,
20689,2010-Q4,B2_ma3,0.666700,0.000000,3,True,2010-10;2010-11;2010-12,
20689,2010-Q4,M2_gbm_poisson,10.592300,0.000000,3,True,2010-10;2010-11;2010-12,
20692,2010-Q4,B2_ma3,36.999900,0.000000,3,True,2010-10;2010-11;2010-12,
20692,2010-Q4,M2_gbm_poisson,51.873700,0.000000,3,True,2010-10;2010-11;2010-12,
20694,2010-Q4,B2_ma3,38.666700,17.000000,3,True,2010-10;2010-11;2010-12,
20694,2010-Q4,M2_gbm_poisson,76.885000,17.000000,3,True,2010-10;2010-11;2010-12,
20695,2010-Q4,B2_ma3,40.333300,19.000000,3,True,2010-10;2010-11;2010-12,
20695,2010-Q4,M2_gbm_poisson,83.607400,19.000000,3,True,2010-10;2010-11;2010-12,
20696,2010-Q4,B2_ma3,32.666700,25.000000,3,True,2010-10;2010-11;2010-12,
20696,2010-Q4,M2_gbm_poisson,70.656300,25.000000,3,True,2010-10;2010-11;2010-12,
20697,2010-Q4,B2_ma3,1.666700,4.000000,3,True,2010-10;2010-11;2010-12,
20697,2010-Q4,M2_gbm_poisson,14.581700,4.000000,3,True,2010-10;2010-11;2010-12,
20698,2010-Q4,B2_ma3,3.000000,3.000000,3,True,2010-10;2010-11;2010-12,
20698,2010-Q4,M2_gbm_poisson,17.288500,3.000000,3,True,2010-10;2010-11;2010-12,
20699,2010-Q4,B2_ma3,39.000000,63.000000,3,True,2010-10;2010-11;2010-12,
20699,2010-Q4,M2_gbm_poisson,120.735400,63.000000,3,True,2010-10;2010-11;2010-12,
20700,2010-Q4,B2_ma3,7.000000,5.000000,3,True,2010-10;2010-11;2010-12,
20700,2010-Q4,M2_gbm_poisson,28.875800,5.000000,3,True,2010-10;2010-11;2010-12,
20701,2010-Q4,B2_ma3,4.999900,5.000000,3,True,2010-10;2010-11;2010-12,
20701,2010-Q4,M2_gbm_poisson,19.794100,5.000000,3,True,2010-10;2010-11;2010-12,
20702,2010-Q4,B2_ma3,190.666700,106.000000,3,True,2010-10;2010-11;2010-12,
20702,2010-Q4,M2_gbm_poisson,241.799900,106.000000,3,True,2010-10;2010-11;2010-12,
20703,2010-Q4,B2_ma3,136.333300,45.000000,3,True,2010-10;2010-11;2010-12,
20703,2010-Q4,M2_gbm_poisson,178.158500,45.000000,3,True,2010-10;2010-11;2010-12,
20704,2010-Q4,B2_ma3,15.666600,94.000000,3,True,2010-10;2010-11;2010-12,
20704,2010-Q4,M2_gbm_poisson,40.172800,94.000000,3,True,2010-10;2010-11;2010-12,
20705,2010-Q4,B2_ma3,6.666600,64.000000,3,True,2010-10;2010-11;2010-12,
20705,2010-Q4,M2_gbm_poisson,24.436600,64.000000,3,True,2010-10;2010-11;2010-12,
20707,2010-Q4,B2_ma3,43.000000,24.000000,3,True,2010-10;2010-11;2010-12,
20707,2010-Q4,M2_gbm_poisson,83.633800,24.000000,3,True,2010-10;2010-11;2010-12,
20711,2010-Q4,B2_ma3,2346.666700,2139.000000,3,True,2010-10;2010-11;2010-12,
20711,2010-Q4,M2_gbm_poisson,2460.534100,2139.000000,3,True,2010-10;2010-11;2010-12,
20712,2010-Q4,B2_ma3,2526.333300,1574.000000,3,True,2010-10;2010-11;2010-12,
20712,2010-Q4,M2_gbm_poisson,2840.090800,1574.000000,3,True,2010-10;2010-11;2010-12,
20713,2010-Q4,B2_ma3,2995.000000,2505.000000,3,True,2010-10;2010-11;2010-12,
20713,2010-Q4,M2_gbm_poisson,3725.199000,2505.000000,3,True,2010-10;2010-11;2010-12,
20716,2010-Q4,B2_ma3,271.333300,199.000000,3,True,2010-10;2010-11;2010-12,
20716,2010-Q4,M2_gbm_poisson,364.025600,199.000000,3,True,2010-10;2010-11;2010-12,
20717,2010-Q4,B2_ma3,688.000000,739.000000,3,True,2010-10;2010-11;2010-12,
20717,2010-Q4,M2_gbm_poisson,910.186700,739.000000,3,True,2010-10;2010-11;2010-12,
20718,2010-Q4,B2_ma3,2220.666600,1775.000000,3,True,2010-10;2010-11;2010-12,
20718,2010-Q4,M2_gbm_poisson,2537.282000,1775.000000,3,True,2010-10;2010-11;2010-12,
20719,2010-Q4,B2_ma3,3673.333300,3030.000000,3,True,2010-10;2010-11;2010-12,
20719,2010-Q4,M2_gbm_poisson,3921.953900,3030.000000,3,True,2010-10;2010-11;2010-12,
20723,2010-Q4,B2_ma3,2184.666700,2252.000000,3,True,2010-10;2010-11;2010-12,
20723,2010-Q4,M2_gbm_poisson,2754.967400,2252.000000,3,True,2010-10;2010-11;2010-12,
20724,2010-Q4,B2_ma3,4178.666700,3664.000000,3,True,2010-10;2010-11;2010-12,
20724,2010-Q4,M2_gbm_poisson,5531.128300,3664.000000,3,True,2010-10;2010-11;2010-12,
20725,2010-Q4,B2_ma3,5913.000000,3840.000000,3,True,2010-10;2010-11;2010-12,
20725,2010-Q4,M2_gbm_poisson,6723.285800,3840.000000,3,True,2010-10;2010-11;2010-12,
20726,2010-Q4,B2_ma3,2524.666700,1864.000000,3,True,2010-10;2010-11;2010-12,
20726,2010-Q4,M2_gbm_poisson,3267.997000,1864.000000,3,True,2010-10;2010-11;2010-12,
20727,2010-Q4,B2_ma3,3045.000000,2472.000000,3,True,2010-10;2010-11;2010-12,
20727,2010-Q4,M2_gbm_poisson,3608.412100,2472.000000,3,True,2010-10;2010-11;2010-12,
20728,2010-Q4,B2_ma3,3038.000100,1728.000000,3,True,2010-10;2010-11;2010-12,
20728,2010-Q4,M2_gbm_poisson,3603.363400,1728.000000,3,True,2010-10;2010-11;2010-12,
20729,2010-Q4,B2_ma3,0.000000,0.000000,3,True,2010-10;2010-11;2010-12,
20729,2010-Q4,M2_gbm_poisson,9.201000,0.000000,3,True,2010-10;2010-11;2010-12,
20730,2010-Q4,B2_ma3,4.000100,0.000000,3,True,2010-10;2010-11;2010-12,
20730,2010-Q4,M2_gbm_poisson,19.454500,0.000000,3,True,2010-10;2010-11;2010-12,
20731,2010-Q4,B2_ma3,46.000100,16.000000,3,True,2010-10;2010-11;2010-12,
20731,2010-Q4,M2_gbm_poisson,57.375900,16.000000,3,True,2010-10;2010-11;2010-12,
20733,2010-Q4,B2_ma3,310.000000,1008.000000,3,True,2010-10;2010-11;2010-12,
20733,2010-Q4,M2_gbm_poisson,585.073300,1008.000000,3,True,2010-10;2010-11;2010-12,
20734,2010-Q4,B2_ma3,526.000000,454.000000,3,True,2010-10;2010-11;2010-12,
20734,2010-Q4,M2_gbm_poisson,479.889900,454.000000,3,True,2010-10;2010-11;2010-12,
20735,2010-Q4,B2_ma3,338.000000,601.000000,3,True,2010-10;2010-11;2010-12,
20735,2010-Q4,M2_gbm_poisson,531.752000,601.000000,3,True,2010-10;2010-11;2010-12,
20738,2010-Q4,B2_ma3,522.666600,269.000000,3,True,2010-10;2010-11;2010-12,
20738,2010-Q4,M2_gbm_poisson,441.837300,269.000000,3,True,2010-10;2010-11;2010-12,
20747,2010-Q4,B2_ma3,0.000000,0.000000,2,False,2010-10;2010-11,
20747,2010-Q4,M2_gbm_poisson,4.631700,0.000000,2,False,2010-10;2010-11,
20748,2010-Q4,B2_ma3,33.000000,42.000000,3,True,2010-10;2010-11;2010-12,
20748,2010-Q4,M2_gbm_poisson,84.973200,42.000000,3,True,2010-10;2010-11;2010-12,
20749,2010-Q4,B2_ma3,365.666600,473.000000,3,True,2010-10;2010-11;2010-12,
20749,2010-Q4,M2_gbm_poisson,493.468500,473.000000,3,True,2010-10;2010-11;2010-12,
20750,2010-Q4,B2_ma3,572.333400,518.000000,3,True,2010-10;2010-11;2010-12,
20750,2010-Q4,M2_gbm_poisson,643.230200,518.000000,3,True,2010-10;2010-11;2010-12,
20751,2010-Q4,B2_ma3,305.666700,374.000000,3,True,2010-10;2010-11;2010-12,
20751,2010-Q4,M2_gbm_poisson,472.984300,374.000000,3,True,2010-10;2010-11;2010-12,
20752,2010-Q4,B2_ma3,137.666600,168.000000,3,True,2010-10;2010-11;2010-12,
20752,2010-Q4,M2_gbm_poisson,237.809600,168.000000,3,True,2010-10;2010-11;2010-12,
20754,2010-Q4,B2_ma3,823.000000,671.000000,3,True,2010-10;2010-11;2010-12,
20754,2010-Q4,M2_gbm_poisson,1047.015200,671.000000,3,True,2010-10;2010-11;2010-12,
20755,2010-Q4,B2_ma3,116.666700,297.000000,3,True,2010-10;2010-11;2010-12,
20755,2010-Q4,M2_gbm_poisson,217.911800,297.000000,3,True,2010-10;2010-11;2010-12,
20756,2010-Q4,B2_ma3,108.666700,267.000000,3,True,2010-10;2010-11;2010-12,
20756,2010-Q4,M2_gbm_poisson,167.215300,267.000000,3,True,2010-10;2010-11;2010-12,
20757,2010-Q4,B2_ma3,11.999900,40.000000,3,True,2010-10;2010-11;2010-12,
20757,2010-Q4,M2_gbm_poisson,51.744600,40.000000,3,True,2010-10;2010-11;2010-12,
20758,2010-Q4,B2_ma3,118.333400,284.000000,3,True,2010-10;2010-11;2010-12,
20758,2010-Q4,M2_gbm_poisson,201.478500,284.000000,3,True,2010-10;2010-11;2010-12,
20759,2010-Q4,B2_ma3,111.333400,266.000000,3,True,2010-10;2010-11;2010-12,
20759,2010-Q4,M2_gbm_poisson,165.655800,266.000000,3,True,2010-10;2010-11;2010-12,
20760,2010-Q4,B2_ma3,399.666700,786.000000,3,True,2010-10;2010-11;2010-12,
20760,2010-Q4,M2_gbm_poisson,455.305700,786.000000,3,True,2010-10;2010-11;2010-12,
20761,2010-Q4,B2_ma3,46.333300,82.000000,3,True,2010-10;2010-11;2010-12,
20761,2010-Q4,M2_gbm_poisson,119.429300,82.000000,3,True,2010-10;2010-11;2010-12,
20762,2010-Q4,B2_ma3,40.666600,78.000000,3,True,2010-10;2010-11;2010-12,
20762,2010-Q4,M2_gbm_poisson,105.673800,78.000000,3,True,2010-10;2010-11;2010-12,
20763,2010-Q4,B2_ma3,41.999900,64.000000,3,True,2010-10;2010-11;2010-12,
20763,2010-Q4,M2_gbm_poisson,106.151900,64.000000,3,True,2010-10;2010-11;2010-12,
20764,2010-Q4,B2_ma3,48.666700,84.000000,3,True,2010-10;2010-11;2010-12,
20764,2010-Q4,M2_gbm_poisson,123.185200,84.000000,3,True,2010-10;2010-11;2010-12,
20765,2010-Q4,B2_ma3,23.999900,42.000000,3,True,2010-10;2010-11;2010-12,
20765,2010-Q4,M2_gbm_poisson,85.624300,42.000000,3,True,2010-10;2010-11;2010-12,
20766,2010-Q4,B2_ma3,49.666600,73.000000,3,True,2010-10;2010-11;2010-12,
20766,2010-Q4,M2_gbm_poisson,128.157600,73.000000,3,True,2010-10;2010-11;2010-12,
20767,2010-Q4,B2_ma3,98.666600,150.000000,3,True,2010-10;2010-11;2010-12,
20767,2010-Q4,M2_gbm_poisson,213.917300,150.000000,3,True,2010-10;2010-11;2010-12,
20768,2010-Q4,B2_ma3,67.333300,108.000000,3,True,2010-10;2010-11;2010-12,
20768,2010-Q4,M2_gbm_poisson,129.461200,108.000000,3,True,2010-10;2010-11;2010-12,
20769,2010-Q4,B2_ma3,25.999900,47.000000,3,True,2010-10;2010-11;2010-12,
20769,2010-Q4,M2_gbm_poisson,84.998700,47.000000,3,True,2010-10;2010-11;2010-12,
20770,2010-Q4,B2_ma3,149.666700,246.000000,3,True,2010-10;2010-11;2010-12,
20770,2010-Q4,M2_gbm_poisson,303.072000,246.000000,3,True,2010-10;2010-11;2010-12,
20771,2010-Q4,B2_ma3,84.666700,116.000000,3,True,2010-10;2010-11;2010-12,
20771,2010-Q4,M2_gbm_poisson,207.043000,116.000000,3,True,2010-10;2010-11;2010-12,
20772,2010-Q4,B2_ma3,89.333300,171.000000,3,True,2010-10;2010-11;2010-12,
20772,2010-Q4,M2_gbm_poisson,221.172000,171.000000,3,True,2010-10;2010-11;2010-12,
20773,2010-Q4,B2_ma3,52.999900,53.000000,3,True,2010-10;2010-11;2010-12,
